OrderID,OrderDate,CustomerName,Segment,City,State,Region,Category,SubCategory,Quantity,Sales,Discount,Profit
2014,12-01-2022,David Harrell,Corporate,Tylermouth,Nevada,South,Office Supplies,Pens,9,538.86,0,50.67
2015,12-10-2023,Tamara Sanchez,Corporate,Oconnellshire,New Hampshire,Central,Furniture,Chairs,8,495.92,0.1,60.14
2016,31-05-2025,Chad Willis,Corporate,Smithbury,Missouri,West,Office Supplies,Labels,5,1289.22,0.3,61.53
2017,24-10-2024,Jessica Rodriguez,Consumer,Phamshire,Texas,South,Office Supplies,Binders,3,649.64,0.3,73.04
2018,08-02-2024,Janet Hill,Corporate,East Austin,Montana,South,Technology,Phones,8,999.75,0,78.57
2019,06-09-2025,Steven Graves,Consumer,Michaelchester,Wisconsin,West,Technology,Phones,8,1228.2,0.3,165.61
2020,15-09-2023,Jeff Hahn,Home Office,New Jeffreyland,Alabama,Central,Office Supplies,Paper,6,1170.22,0.3,154.81
2021,19-05-2025,Bruce Pierce,Corporate,East Sierra,New Hampshire,East,Office Supplies,Labels,4,1781.15,0,338.29
2022,09-01-2024,Jerry Cook,Consumer,East Kelseyview,Wyoming,East,Furniture,Furnishings,4,762.09,0,184.46
2023,05-01-2022,Michele Smith,Home Office,East Emma,Oregon,East,Office Supplies,Labels,8,1747.35,0.2,399.2
2024,11-09-2022,Vanessa Ramos,Home Office,Geneport,Massachusetts,South,Furniture,Furnishings,4,1390.28,0.3,172.72
2025,16-10-2024,Ryan Miller,Consumer,Watersmouth,Oklahoma,West,Technology,Phones,2,714.34,0,128.89
2026,17-11-2023,Kyle Black,Corporate,Lake Davidfort,Kentucky,South,Office Supplies,Pens,7,765.18,0.2,66.1
2027,20-04-2025,Amber Johnston,Home Office,New Joseton,Iowa,Central,Furniture,Tables,10,183.76,0.1,32.57
2028,12-02-2023,Steven Tran,Home Office,Tracyland,Tennessee,Central,Furniture,Tables,1,959.39,0.1,111.72
2029,08-06-2023,Erica Lane,Home Office,Carterborough,Indiana,Central,Technology,Computers,10,1409.3,0.1,236.98
2030,19-04-2025,Charles Becker,Corporate,Lake Michelleburgh,Texas,Central,Furniture,Bookcases,3,1834.65,0.3,365.75
2031,28-03-2025,Joel Carter,Corporate,West Joannton,Alaska,South,Technology,Accessories,1,1624.27,0.3,223.77
2032,19-03-2024,Omar Hess,Corporate,Jeffreystad,Maine,Central,Technology,Copiers,1,789.96,0,173.85
2033,12-01-2025,Abigail Osborn,Home Office,East Mark,Oklahoma,East,Technology,Computers,4,749.56,0.2,45.04
2034,30-11-2023,Kevin Nelson,Corporate,Wheelerfort,Hawaii,West,Office Supplies,Labels,6,97.9,0.1,5.52
2035,16-10-2020,Julie Castaneda,Home Office,Port Jasonhaven,Alaska,West,Technology,Copiers,5,101.54,0.2,23.32
2036,27-02-2022,Kyle Higgins,Consumer,Lake Jenniferbury,Massachusetts,Central,Furniture,Chairs,4,1055.52,0,127.51
2037,24-03-2021,David Bailey,Home Office,Wardland,Idaho,West,Office Supplies,Binders,4,813.57,0,145.42
2038,17-08-2022,Terry Kaufman,Corporate,South Sandra,West Virginia,South,Furniture,Chairs,8,351.72,0.3,16.22
2039,08-08-2023,Paul Scott,Corporate,Dillonfort,Pennsylvania,East,Office Supplies,Pens,10,1548.9,0.1,391.03
2040,23-06-2021,Fred Ryan,Home Office,North Denisemouth,Hawaii,Central,Office Supplies,Paper,5,49.36,0.3,9.55
2041,22-07-2023,Chelsey Wilson,Consumer,Barnesland,Wyoming,East,Office Supplies,Binders,3,169.64,0.3,10.62
2042,23-09-2020,Keith Moore,Corporate,Jacksonton,Missouri,South,Office Supplies,Pens,7,642.89,0,175.7
2043,20-11-2022,James Burns,Home Office,East Erin,Florida,West,Office Supplies,Pens,5,1672.35,0.2,185.59
2044,16-11-2024,Traci Frazier,Consumer,Rivasview,Alaska,South,Furniture,Furnishings,7,1299.77,0.3,71.58
2045,02-06-2024,Daniel Jones,Corporate,New Brianna,Kansas,South,Furniture,Furnishings,4,1691.13,0.3,187.92
2046,07-07-2022,Kayla Butler,Consumer,Rhondafurt,South Carolina,West,Office Supplies,Binders,4,1167.64,0,253.76
2047,19-12-2024,Peter Lewis,Consumer,New Peter,Tennessee,Central,Technology,Copiers,5,928.53,0.1,81.46
2048,18-05-2023,Zachary Fisher,Corporate,Port Brian,Georgia,South,Technology,Accessories,8,1982.17,0.1,210.93
2049,21-02-2023,Wendy Kelley,Consumer,Josehaven,Wyoming,West,Technology,Copiers,1,1912.71,0.3,68.17
2050,09-05-2023,Bruce Jones,Consumer,Sandovalchester,Wyoming,South,Technology,Copiers,10,1922.37,0.2,275.61
2051,30-09-2021,Daniel Lewis,Consumer,Colemanton,North Dakota,West,Technology,Phones,3,154.57,0.3,26.77
2052,05-09-2021,Leslie Sutton,Consumer,Jenniferberg,Alaska,Central,Furniture,Tables,9,1378.62,0,322.47
2053,12-02-2023,Zachary Williams,Corporate,Villegasberg,Arkansas,Central,Office Supplies,Binders,1,1382.67,0,400.71
2054,16-04-2021,Vincent Fisher,Home Office,Sanchezton,Maine,West,Furniture,Bookcases,5,1041.35,0.2,165.78
2055,12-09-2023,Kayla Webster,Home Office,Katelynfurt,Wyoming,East,Office Supplies,Paper,7,1263.97,0.3,188.69
2056,06-11-2020,Christopher Shelton,Consumer,Fosterberg,Minnesota,East,Technology,Computers,7,1437.04,0.1,189.96
2057,18-07-2021,William Clark,Home Office,Reedside,New Hampshire,Central,Office Supplies,Binders,1,1401.18,0.2,134.38
2058,20-07-2025,Carla Martin,Corporate,Lake Antonioshire,Utah,West,Furniture,Furnishings,5,837.59,0.3,92.93
2059,17-04-2023,Alexandra Davidson,Corporate,Lake Adam,California,Central,Furniture,Bookcases,2,45.88,0,12.42
2060,03-02-2023,Angela Buck,Home Office,Port Laurie,Alaska,West,Office Supplies,Pens,5,906.31,0.1,215.78
2061,10-08-2023,Andrew Gomez,Home Office,Garciastad,New Hampshire,East,Furniture,Chairs,9,1194.78,0.3,127.74
2062,27-12-2023,Tiffany Wu,Home Office,Perezburgh,Mississippi,West,Office Supplies,Binders,2,1072.98,0,207.08
2063,30-07-2025,Shannon Munoz,Home Office,Christineside,New York,Central,Furniture,Furnishings,6,1992.3,0.3,415.5
2064,02-10-2021,Dylan Murphy,Corporate,Parkerberg,New Hampshire,East,Office Supplies,Labels,1,460.23,0.2,109.19
2065,06-06-2024,Robert Tucker,Consumer,Wattstown,Hawaii,West,Office Supplies,Binders,1,812.41,0,224.05
2066,14-11-2023,Brittany Anderson DDS,Home Office,Davidsonside,Alaska,West,Furniture,Chairs,9,504.95,0,51.37
2067,10-12-2021,Amber Ortega,Corporate,Sandraton,Florida,Central,Office Supplies,Paper,4,1188.8,0.1,152.97
2068,24-07-2022,Abigail Lucas,Consumer,Griffithchester,New Hampshire,West,Office Supplies,Labels,1,1091.62,0.2,158.54
2069,17-01-2021,Jennifer Campos,Consumer,Thompsonmouth,Colorado,Central,Technology,Accessories,3,444.72,0.2,18.71
2070,16-09-2022,Kevin Juarez,Corporate,West Ronald,Rhode Island,Central,Technology,Accessories,4,1615.2,0.2,201.78
2071,22-05-2023,Paul White,Corporate,Johnmouth,California,West,Technology,Accessories,2,927.66,0.1,116.97
2072,02-09-2024,Kristen Weeks,Home Office,East Fernando,West Virginia,South,Office Supplies,Binders,9,183.63,0.3,14.19
2073,13-04-2024,Laurie Reynolds,Home Office,West Deniseberg,North Dakota,Central,Furniture,Chairs,3,71.84,0.2,13.22
2074,12-08-2024,Kathy Williams,Corporate,North Rachel,Iowa,Central,Technology,Copiers,6,1613.65,0.1,342.59
2075,27-01-2025,Tina Murphy,Corporate,Raytown,Ohio,East,Technology,Phones,7,1987.49,0,113.76
2076,07-08-2024,Caleb Randall,Home Office,Tracitown,Mississippi,Central,Technology,Computers,2,1756.09,0,374.26
2077,03-08-2024,Rebecca Castro,Home Office,East Danafurt,South Carolina,South,Office Supplies,Pens,7,180.25,0.2,27.86
2078,30-10-2022,Kevin Gutierrez,Consumer,Lake Jason,New Mexico,Central,Furniture,Chairs,3,1883.21,0.1,126.16
2079,16-05-2022,Kendra Lin,Home Office,Hawkinstown,Maryland,West,Technology,Copiers,5,1231.7,0.3,200.39
2080,23-07-2021,Kelly English,Home Office,Davisberg,Delaware,East,Office Supplies,Binders,1,1776.54,0,383.61
2081,14-09-2021,Jillian Lara,Home Office,New Waynefort,New York,East,Technology,Computers,7,444.61,0.1,84.35
2082,17-12-2020,Eric Harris,Home Office,Lake Tracy,Montana,South,Office Supplies,Paper,3,1405.07,0,408.78
2083,07-04-2024,Mary Thomas,Consumer,Rickchester,Minnesota,West,Office Supplies,Labels,7,1426.13,0.2,147
2084,22-11-2021,Robert Henson,Consumer,Leblancborough,New Mexico,East,Technology,Phones,6,389.87,0,109.02
2085,26-02-2021,Thomas Diaz,Corporate,New James,Ohio,West,Office Supplies,Labels,3,1245.48,0,161.99
2086,24-11-2022,Susan Wells,Home Office,Brendafort,New York,South,Furniture,Furnishings,7,282.64,0.1,50.08
2087,11-02-2025,Jeanette Wilson,Home Office,Lake Amandastad,Oregon,West,Furniture,Tables,2,672.51,0,107.93
2088,23-02-2025,Robert Rhodes,Consumer,New Duaneton,Florida,Central,Furniture,Furnishings,5,1537.64,0,172.15
2089,06-02-2025,Jesus Rodriguez,Consumer,Ryanville,Arkansas,East,Technology,Phones,8,1501.86,0.2,152.43
2090,06-05-2024,Kimberly Robinson,Home Office,Suttonhaven,New Hampshire,South,Furniture,Bookcases,2,1276.7,0,238.59
2091,20-04-2025,Calvin Orozco,Corporate,Leeview,Iowa,East,Office Supplies,Pens,8,1147.66,0.3,233.45
2092,30-07-2022,Tiffany Morrison,Home Office,North Thomas,Arkansas,East,Office Supplies,Paper,4,1054.16,0.1,223.77
2093,20-03-2024,Paul Howard,Corporate,Lake Codyhaven,Massachusetts,East,Technology,Computers,9,610.51,0.1,31.89
2094,28-08-2022,Brittany Nelson,Corporate,New Sarah,Wyoming,East,Furniture,Chairs,2,406.15,0,115.65
2095,14-09-2021,Kenneth Thomas,Home Office,Lake Daniel,North Dakota,West,Furniture,Furnishings,10,1261.65,0.2,241.83
2096,03-03-2024,Cindy James,Corporate,New Gabriela,Minnesota,South,Office Supplies,Pens,9,1681.05,0,188.86
2097,09-10-2021,Brenda Clements,Corporate,Martinezberg,Mississippi,South,Furniture,Tables,9,1076.63,0.1,194.79
2098,04-09-2024,Anthony Clarke,Corporate,Dwayneburgh,Tennessee,South,Furniture,Bookcases,10,411.32,0.3,56.73
2099,06-06-2023,Jennifer Gutierrez,Home Office,Wilsonview,Indiana,East,Office Supplies,Pens,6,638.37,0.1,87.86
2100,14-03-2023,Alexander Campbell,Home Office,Lindseyland,Virginia,Central,Technology,Phones,7,56.05,0.3,2.91
2101,09-05-2021,Jason Bates,Home Office,West Aarontown,Texas,South,Furniture,Furnishings,6,700.34,0.2,166.34
2102,29-09-2023,Joseph Collins,Home Office,Melodyland,Montana,West,Technology,Copiers,1,64.2,0.2,15.23
2103,17-03-2022,Anna Webster,Consumer,Mathisland,Georgia,East,Furniture,Chairs,1,57.19,0.2,9.57
2104,11-06-2024,David Stevens,Consumer,East Carlos,South Carolina,Central,Technology,Computers,6,683.81,0.1,64.15
2105,18-01-2022,Mark Taylor,Corporate,Port Melissahaven,Virginia,West,Office Supplies,Labels,8,244.15,0.2,31.44
2106,10-06-2023,Joy Rogers,Home Office,Rodgersstad,California,South,Technology,Phones,3,1153.8,0.1,154.23
2107,13-04-2025,Tyler Benton,Consumer,Maddenstad,Georgia,West,Technology,Phones,7,1198.64,0.1,252.77
2108,04-06-2024,Mr. Michael Sanders,Home Office,East Chad,Kansas,South,Technology,Accessories,6,1449.93,0.3,233.23
2109,10-04-2024,Mary Patterson,Consumer,Sharonshire,New Hampshire,West,Technology,Accessories,6,852.61,0.1,63.71
2110,29-11-2021,Connie Wood,Consumer,Port Brian,New York,West,Technology,Accessories,7,412.37,0.2,22.31
2111,23-02-2024,Sheri Watson,Home Office,Stewartfurt,North Carolina,East,Furniture,Furnishings,5,335.68,0,46.4
2112,04-11-2020,Jesse Bell,Home Office,New Jameschester,South Carolina,West,Furniture,Furnishings,1,464.21,0,115.31
2113,29-05-2025,Miguel King,Consumer,Lake Jenniferfort,Minnesota,West,Technology,Computers,8,971.7,0.3,84.49
2114,29-07-2022,Kerry Leon,Consumer,New Michellebury,New Mexico,West,Technology,Computers,2,64.88,0.1,6.42
2115,01-01-2024,Dean Mcfarland,Consumer,Amyfurt,Utah,East,Office Supplies,Pens,2,287.4,0.2,11.72
2116,21-12-2024,Paula Holmes,Corporate,East Josephton,Wyoming,Central,Furniture,Tables,4,223.82,0.1,51.84
2117,31-12-2020,Tabitha Randolph,Corporate,Port Whitneymouth,Illinois,Central,Technology,Accessories,9,1628.34,0.2,120.11
2118,31-03-2025,Jacqueline Kramer,Home Office,Lindsaystad,Alaska,West,Office Supplies,Labels,6,1556.9,0.1,138.79
2119,14-08-2021,Mr. John Carter DVM,Home Office,Riddleland,Iowa,East,Technology,Phones,1,654.98,0.2,103.31
2120,08-12-2024,Jeffrey Green,Home Office,East Joanneborough,Missouri,East,Office Supplies,Pens,4,154.63,0,16.75
2121,17-07-2024,Amy Stanton,Corporate,Ginafurt,Wisconsin,West,Technology,Accessories,4,1877.84,0.1,261.22
2122,30-03-2023,Ashley Harris,Corporate,Alvinshire,Connecticut,West,Office Supplies,Labels,1,488.99,0.2,50.37
2123,08-08-2024,Monica Phillips,Home Office,Millerchester,Kansas,East,Furniture,Tables,1,660.53,0,187.33
2124,09-09-2021,Ashley Andrews,Corporate,North Michael,Oregon,South,Office Supplies,Labels,1,304.51,0.2,32.44
2125,10-12-2024,Jocelyn Castillo,Consumer,Toddton,Illinois,South,Office Supplies,Pens,4,368.52,0.1,58.52
2126,16-06-2024,James Lewis,Consumer,South Seanshire,Delaware,Central,Technology,Accessories,1,315.93,0.3,34.1
2127,22-07-2022,Juan Lyons,Corporate,South Melissafurt,Michigan,West,Office Supplies,Paper,5,192.96,0.3,9.18
2128,29-10-2023,Angela Gallagher,Consumer,Scottborough,Kansas,Central,Office Supplies,Paper,8,1737.01,0.1,398.41
2129,02-02-2024,Kelly Reilly,Home Office,Port Henry,Mississippi,East,Furniture,Chairs,10,1532.68,0.3,97.53
2130,11-05-2023,Susan Harris,Home Office,South Vicki,Wisconsin,Central,Technology,Copiers,4,1923.12,0.1,344.95
2131,16-11-2024,William Stevens,Corporate,Tanyaberg,Tennessee,Central,Technology,Copiers,2,1477.16,0.3,257.38
2132,26-05-2021,Jason Brennan,Home Office,Port Tanyastad,Louisiana,Central,Technology,Phones,6,1259.11,0,233.3
2133,26-03-2024,Shane Brown,Corporate,Caldwellland,Alabama,West,Office Supplies,Labels,7,344.29,0,68.83
2134,16-10-2021,Lauren Roach,Consumer,South Michelle,Kentucky,East,Furniture,Furnishings,10,1073.29,0,184.93
2135,11-01-2022,Rebecca Hoffman DDS,Corporate,North Isabella,Michigan,Central,Office Supplies,Binders,3,428.97,0.3,88.13
2136,05-06-2025,John Crawford,Corporate,New Alfred,Nebraska,West,Office Supplies,Pens,5,919.2,0,184.79
2137,09-01-2024,Kimberly Greene,Corporate,Robertshire,Michigan,West,Office Supplies,Binders,3,686.44,0,72.97
2138,24-10-2024,Robert Mitchell,Home Office,East Carlastad,Louisiana,Central,Office Supplies,Binders,8,1117.44,0.3,81.04
2139,21-06-2025,Nicole Newton,Consumer,Davidview,Rhode Island,East,Office Supplies,Pens,9,1165.48,0.2,133.43
2140,16-05-2021,Abigail Smith,Corporate,South Donaldmouth,Pennsylvania,West,Furniture,Tables,5,1879.63,0,423.03
2141,15-08-2025,Shelly Benson,Corporate,Port Jenna,South Carolina,West,Technology,Phones,3,1237.7,0.1,132.86
2142,29-06-2021,Jeffrey Matthews,Home Office,Lopezport,Hawaii,Central,Furniture,Chairs,5,551.26,0.1,37.21
2143,13-10-2021,Stephanie Strong MD,Corporate,Madelineton,Texas,West,Technology,Copiers,3,1222.76,0.3,50.47
2144,01-04-2022,Mrs. Lisa Garcia,Consumer,North Christianfurt,Michigan,East,Office Supplies,Pens,5,766.97,0.3,28.42
2145,11-12-2020,Kendra Howard,Consumer,Port Barbara,South Carolina,South,Office Supplies,Paper,1,381.9,0.1,70.18
2146,10-12-2022,Nicolas Case,Consumer,East Michelleville,Montana,Central,Technology,Accessories,2,993.73,0.1,181.61
2147,12-05-2024,Angela Mueller,Corporate,Susanburgh,Alabama,South,Technology,Copiers,3,918.92,0,177.24
2148,30-05-2024,Kelly Castro,Home Office,Lake Brandonfort,Alabama,South,Office Supplies,Paper,5,745.79,0.1,112.76
2149,23-03-2025,Christopher Taylor,Corporate,East Connorhaven,Florida,Central,Furniture,Chairs,10,1545.44,0.2,94.58
2150,08-08-2021,Lucas Willis,Home Office,Lisastad,Missouri,South,Office Supplies,Binders,9,36.44,0.3,7.54
2151,26-07-2021,Cheryl Gould,Home Office,Justinport,Florida,East,Furniture,Bookcases,2,792.57,0,118.74
2152,19-06-2024,Michael Miller,Consumer,Dianeburgh,South Carolina,Central,Furniture,Furnishings,4,458.89,0.2,40.26
2153,06-04-2021,Daniel Davila MD,Consumer,Jamesview,New Jersey,Central,Technology,Computers,1,579.87,0.2,67.5
2154,17-05-2025,Cynthia Jackson,Corporate,North Ronald,New Jersey,East,Technology,Copiers,8,1272.87,0.2,283.3
2155,17-06-2024,Kirsten Robbins,Home Office,Moorefort,Wisconsin,South,Office Supplies,Labels,10,878.36,0.2,196.84
2156,16-03-2024,Miguel Banks,Corporate,East Laurietown,Hawaii,Central,Technology,Accessories,6,882.23,0,147.02
2157,01-03-2024,Linda Barber,Home Office,New Nicole,Georgia,West,Furniture,Chairs,5,1540,0.2,207.75
2158,08-12-2023,Kevin Price,Corporate,Port Joshualand,North Carolina,South,Furniture,Furnishings,6,375.73,0.1,97.6
2159,07-10-2023,Taylor Higgins,Home Office,Michaelmouth,Wisconsin,West,Furniture,Furnishings,7,432.69,0.3,86.71
2160,24-01-2021,Margaret Ward,Consumer,North Katherineburgh,Alaska,East,Technology,Phones,10,148.92,0.2,8.67
2161,03-07-2023,William Malone,Home Office,Curtisfort,Michigan,West,Technology,Copiers,8,1998.65,0.2,336.09
2162,19-03-2022,Antonio Alvarez,Consumer,Hickston,Oklahoma,East,Technology,Computers,3,1979.17,0.3,138.5
2163,23-04-2023,David Black,Consumer,Port Mary,Washington,East,Office Supplies,Paper,6,188.82,0.1,19.39
2164,19-11-2024,Erica Long,Corporate,Brianstad,Nevada,West,Technology,Copiers,2,413.53,0,120.02
2165,09-07-2023,Brenda Williams,Corporate,Thompsonfort,North Dakota,West,Office Supplies,Binders,2,210.61,0.3,15.5
2166,02-05-2022,Lisa Alexander,Corporate,South Alec,Georgia,East,Office Supplies,Labels,2,48.78,0,4.1
2167,18-05-2022,Robert Tyler,Corporate,East Rogermouth,New Hampshire,West,Technology,Computers,2,838.33,0,166.25
2168,06-07-2024,Gary Pollard,Consumer,Willisside,Delaware,Central,Furniture,Furnishings,3,620.07,0.1,105.7
2169,20-04-2022,Valerie Sanders,Home Office,Aliciaton,Oregon,East,Furniture,Furnishings,8,1358.65,0,244.92
2170,27-02-2025,Mark Ortiz,Corporate,Heidiside,Utah,Central,Office Supplies,Labels,1,1058.57,0.1,61.65
2171,27-03-2025,Paula Peters,Corporate,South Rachelport,Hawaii,Central,Technology,Computers,10,651.42,0,50.11
2172,01-07-2022,Shawn Kennedy,Home Office,Nguyenfurt,Pennsylvania,South,Technology,Copiers,7,717.31,0,175.15
2173,25-07-2025,Fernando Weiss,Consumer,Lake Charlesbury,New Hampshire,South,Technology,Computers,2,1826.46,0.2,168.21
2174,05-08-2023,Marie Mccoy,Consumer,Lake Gloriatown,Colorado,South,Furniture,Furnishings,1,1335.28,0.3,128.82
2175,14-02-2023,Anna Burgess,Corporate,West John,West Virginia,Central,Furniture,Tables,1,1151.7,0.2,165.81
2176,07-07-2021,Luis Mckinney,Consumer,Youngville,Oklahoma,Central,Technology,Phones,4,57.04,0.3,4.98
2177,20-02-2021,Leslie Walters,Home Office,Hughesburgh,New Hampshire,South,Technology,Computers,6,1151.92,0.1,66.81
2178,18-12-2020,Amanda Hudson DDS,Consumer,South Karenshire,Louisiana,East,Technology,Computers,1,1542.99,0.3,245.19
2179,29-06-2025,Kimberly Adams,Consumer,Port Scott,Utah,East,Office Supplies,Labels,10,693.64,0.3,50.36
2180,17-07-2023,Justin Huang,Home Office,Williamsland,Arkansas,West,Technology,Phones,7,827.38,0.2,152.72
2181,29-04-2025,Jordan Franco,Corporate,Lake Patrick,Kentucky,Central,Office Supplies,Binders,10,561.91,0.1,25.37
2182,23-02-2023,Lauren Murphy,Corporate,Carlsonborough,Hawaii,East,Furniture,Furnishings,6,1742.3,0,97.76
2183,08-05-2022,Mr. Jason Young DVM,Home Office,Williamstad,New Hampshire,South,Office Supplies,Pens,2,705.2,0,190.35
2184,06-04-2022,Sharon Barton,Consumer,Lake Keith,Colorado,South,Furniture,Tables,1,1621.6,0.2,357.23
2185,09-01-2022,Brandi Wong,Corporate,Davisview,Virginia,Central,Furniture,Chairs,8,361.11,0.3,26.73
2186,10-07-2024,Mr. Daniel Anderson,Consumer,Alexandermouth,Colorado,South,Technology,Phones,1,936.29,0.2,177.24
2187,28-08-2023,Shannon Fleming,Consumer,Lake Erin,Indiana,East,Technology,Accessories,10,1932.21,0,309.88
2188,21-12-2022,Maria Salazar,Consumer,Sheliaport,Wisconsin,East,Technology,Computers,7,717.32,0,191.23
2189,27-12-2022,David Young,Corporate,Wilsontown,Vermont,East,Furniture,Furnishings,1,63.76,0,5.46
2190,15-03-2022,Francisco Reyes,Consumer,Edwardsbury,Kansas,East,Furniture,Chairs,4,1583.44,0.2,174.99
2191,13-05-2025,Ricardo Williams,Home Office,Richardsmouth,Massachusetts,East,Technology,Accessories,5,342.95,0.1,44.12
2192,31-05-2023,Colton Roberts,Corporate,North Ashley,New Mexico,South,Office Supplies,Pens,1,227.99,0.1,29.94
2193,13-09-2025,Meghan Collins,Consumer,Port Louis,Alaska,Central,Technology,Copiers,4,1283.08,0,114.08
2194,27-05-2024,Patricia Gray,Home Office,North Jeffreytown,Alaska,West,Office Supplies,Paper,10,1562.22,0.1,393.95
2195,28-12-2022,Brittney Cobb,Corporate,Robertland,Arkansas,East,Furniture,Bookcases,8,55.33,0,8.82
2196,25-05-2023,Margaret Wallace,Consumer,North Eric,Mississippi,Central,Office Supplies,Paper,5,773.67,0.1,145.43
2197,23-05-2021,Ashley Young,Home Office,Jonesland,Virginia,West,Technology,Copiers,4,110.04,0.3,15.01
2198,18-08-2022,Gwendolyn Moore,Consumer,New John,Mississippi,West,Office Supplies,Paper,10,424.99,0,54.83
2199,08-08-2025,Christopher Pena,Consumer,Lake Jessica,Kentucky,Central,Office Supplies,Pens,4,1096.05,0.2,165.95
2200,14-10-2022,Thomas Smith,Home Office,Andradeside,Utah,East,Technology,Computers,6,1156.63,0,61.24
2201,07-01-2024,Dr. Heather Miller,Consumer,Port Davidshire,California,South,Furniture,Chairs,6,1929.79,0.3,341.07
2202,27-05-2022,Ann Wells,Corporate,Franklintown,New Hampshire,West,Office Supplies,Binders,8,1198.01,0,197.71
2203,03-02-2023,Richard Bond,Home Office,New Kimberly,Alaska,South,Technology,Copiers,3,1004.77,0.3,153.05
2204,11-08-2025,William Rivera,Consumer,Fernandezside,Arkansas,West,Office Supplies,Labels,9,435.73,0.2,80.18
2205,25-12-2020,Daniel Gonzalez,Corporate,Jasonville,Arkansas,Central,Office Supplies,Paper,5,540.12,0.2,26.51
2206,25-07-2021,Nathan Fleming,Consumer,North Juliemouth,Arizona,West,Technology,Accessories,9,516.79,0,88.3
2207,30-04-2023,Christopher Gonzalez,Home Office,Smithshire,Georgia,East,Furniture,Tables,2,348.23,0.2,83.53
2208,03-07-2021,Kurt Johnson,Corporate,Donaldbury,California,South,Technology,Copiers,2,300.78,0.2,20.96
2209,30-07-2021,Sean Morris,Consumer,Orrburgh,Alaska,Central,Office Supplies,Labels,10,699.62,0,191.19
2210,26-02-2021,Veronica Fitzgerald,Corporate,Hannahside,Hawaii,South,Office Supplies,Binders,6,1367.8,0.2,166.77
2211,08-08-2022,Julie Arroyo,Home Office,New Alexandraport,Minnesota,West,Technology,Accessories,3,1427.56,0.3,261.95
2212,03-12-2024,Alicia Turner,Consumer,Victoriachester,Delaware,East,Office Supplies,Binders,6,760.3,0.1,180.13
2213,04-11-2021,Kevin Williams,Home Office,Thomasview,Washington,East,Office Supplies,Paper,1,1244.28,0.1,162.04
2214,22-09-2020,Douglas Carney,Corporate,Randallhaven,Nebraska,East,Technology,Copiers,4,1203.25,0.3,180.97
2215,05-03-2025,Regina Cox,Consumer,Lake Nicolestad,Wyoming,West,Technology,Accessories,10,838.36,0.2,128.79
2216,26-04-2025,Justin Lynch,Home Office,West Louis,Indiana,Central,Technology,Accessories,5,892.46,0,234.28
2217,31-10-2022,Brian Holder,Consumer,West Holly,Massachusetts,East,Furniture,Tables,2,1399.95,0.2,116.23
2218,23-01-2023,Ryan Adams,Corporate,Fryechester,Indiana,Central,Office Supplies,Paper,9,628.97,0.2,30
2219,19-11-2020,Chase Benson,Home Office,Thompsonton,Oklahoma,South,Furniture,Tables,7,1320.49,0.3,66.58
2220,25-05-2021,Raven Schmidt,Consumer,East Breannaborough,Mississippi,East,Office Supplies,Binders,4,529.92,0.1,84.42
2221,19-09-2024,Kimberly Coleman,Consumer,Danielfurt,Colorado,West,Furniture,Chairs,5,1588.97,0,154.35
2222,26-02-2025,Gary Bennett,Home Office,New David,North Dakota,West,Technology,Phones,1,441.41,0.2,98.63
2223,23-01-2025,Zachary Bird,Home Office,Angelport,New Mexico,West,Furniture,Bookcases,1,363.19,0.3,20.31
2224,04-11-2022,Miss Ashley Shea,Home Office,Moodymouth,Alabama,Central,Furniture,Bookcases,10,41.59,0.1,9.48
2225,02-03-2025,Breanna Douglas,Corporate,South Jennifer,Vermont,South,Furniture,Bookcases,7,1106.75,0.2,174.75
2226,11-10-2022,Shannon Moreno,Home Office,West Jenniferstad,Mississippi,East,Office Supplies,Pens,2,1904.02,0,216.99
2227,27-10-2020,Joseph Castro,Consumer,Michaelhaven,Missouri,Central,Technology,Copiers,9,987.5,0.3,53.47
2228,20-03-2024,Amy Kramer,Consumer,North Michael,Texas,East,Technology,Phones,3,352.15,0.3,73.88
2229,24-07-2022,Jacqueline Joseph,Consumer,Lake Joseph,Wisconsin,West,Furniture,Tables,4,64.74,0.2,15.5
2230,02-05-2024,Alan Dean,Corporate,Patrickchester,Michigan,South,Technology,Computers,5,1302.79,0.2,61.67
2231,17-04-2024,Shawn Durham,Home Office,Port Jeffrey,Montana,Central,Furniture,Tables,4,1270.16,0.1,214.48
2232,28-01-2025,Elizabeth Johnson,Home Office,East Richardfort,New Jersey,Central,Technology,Accessories,6,277.56,0,54.67
2233,04-02-2023,Taylor Young,Home Office,North Christophermouth,Delaware,Central,Office Supplies,Labels,6,753.75,0,144.65
2234,13-10-2023,Dakota Davis,Home Office,Johnsonfort,West Virginia,East,Office Supplies,Labels,10,674.04,0.2,154.48
2235,15-11-2021,Ashley Coleman,Corporate,Olsenport,Michigan,Central,Office Supplies,Pens,5,1786.91,0.1,95.97
2236,03-08-2023,Gabriella Rivas DVM,Consumer,Parsonsborough,Oregon,West,Office Supplies,Paper,5,1830.85,0.1,484.52
2237,29-09-2021,Theresa Mcbride,Consumer,East Zachary,Idaho,South,Office Supplies,Labels,6,1547.44,0.3,172.09
2238,14-05-2021,Katherine Chapman,Corporate,Lake Rhondaview,Kentucky,West,Technology,Copiers,4,597.24,0.3,47
